,korean_word,english_translation,mandarin_translation,mandarin_pinyin,category,difficulty
5153,란,section; part,栏，专栏,lán，zhuānlán,언론,3
5154,외신,foreign news,外国消息,wàiguóxiāoxī,언론,3
5155,언론인,journalist,新闻工作者，媒体人,xīnwéngōngzuòzhě，méitǐrén,언론,3
5156,블로그,blog,博客,bókè,언론,3
5157,머리기사,lead story,头条新闻,tóutiáoxīnwén,언론,3
5158,지면,paper,纸面,zhǐmiàn,언론,3
5159,논평,criticism; comment; review,评论，点评,pínglùn，diǎnpíng,언론,3
5160,출간,publishing,出刊，出版,chūkān，chūbǎn,언론,3
5161,일간지,daily newspaper; daily,日报,rìbào,언론,3
5162,언론사,press,新闻机关，舆论机构,xīnwénjīguān，yúlùnjīgòu,언론,3
5163,활자,type,活字,huózì,언론,3
5164,더듬다,grope; fumble for,摸索，摸,mōsuǒ，mō,언어,3
5165,불리다,be called,被叫,bèijiào,언어,3
5166,읊다,recite,吟诵，吟咏,yínsòng，yínyǒng,언어,3
5167,능통하다,skillful; proficient	,精通，擅长，精于,jīngtōng，shàncháng，jīngyú,언어,3
5168,능숙하다,skillful; adroit; deft,精通，熟练,jīngtōng，shúliàn,언어,3
5169,조사,postpositional particle; postpositional marker,助词,zhùcí,언어,3
5170,말솜씨,speaking proficiency; gift of gab,口才，说话艺术,kǒucái，shuōhuàyìshù,언어,3
5171,자네,jane,你,nǐ,언어,3
5172,말문,mouth for speaking,(就说话而言的)口，腔,(jiùshuōhuà'éryánde)kǒu，qiāng,언어,3
5173,어투,tone; way of speaking; manner of speaking,语气,yǔqì,언어,3
5174,관형사,determiner,冠形词,guānxíngcí,언어,3
5175,비속어,slang; vulgarism ,俚语，俗语,lǐyǔ，súyǔ,언어,3
5176,손짓,gesture; signal,手势,shǒushì,언어,3
5177,오류,fallacy,谬误，错误,miùwù，cuòwù,언어,3
5178,맥락,context,脉络，头绪，条理,màiluò，tóuxù，tiáolǐ,언어,3
5179,대담,conversation; talk,面谈，访谈，交谈,miàntán，fǎngtán，jiāotán,언어,3
5180,설득력,persuasive power,说服力,shuōfúlì,언어,3
5181,부사,adverb,副词,fùcí,언어,3
5182,존댓말,honorific,敬语,jìngyǔ,언어,3
5183,일컫다,call; name,称为，叫做,chēngwéi，jiàozuò,언어,3
5184,동사,verb,动词,dòngcí,언어,3
5185,명칭,name; title; term of address,名称,míngchēng,언어,3
5186,소통,passing easily,疏通，疏导，畅通,shūtōng，shūdǎo，chàngtōng,언어,3
5187,명사,noun,名词,míngcí,언어,3
5188,자유자재,being free,自由自在,zìyóuzìzài,언어,3
5189,어간,stem; base,词干,cígàn,언어,3
5190,관용어,idiom,惯用语,guànyòngyǔ,언어,3
5191,당부,plea; beseeching,嘱咐，叮嘱,zhǔfù，dīngzhǔ,언어,3
5192,원어민,native speaker,母语者,mǔyǔzhě,언어,3
5193,발표자,speaker; presenter,演讲人，发表者,yǎnjiǎngrén，fābiǎozhě,언어,3
5194,어조,tone,语调,yǔdiào,언어,3
5195,외래어,borrowed word; loan word,外来语，外来词,wàiláiyǔ，wàiláicí,언어,3
5196,호칭,name; title; address,称呼,chēnghū,언어,3
5197,모음,vowel,元音，母音,yuányīn，mǔyīn,언어,3
5198,서론,introduction,绪论，序言,xùlùn，xùyán,언어,3
5199,띄어쓰기,word spacing,分写法，隔写法,fēnxiěfǎ，géxiěfǎ,언어,3
5200,방언,regional dialect; vernacular,方言,fāngyán,언어,3
5201,되묻다,repeat a question; ask again,再问,zàiwèn,언어,3
5202,본론,body,正文，正题，本论,zhèngwén，zhèngtí，běnlùn,언어,3
5203,문구,words; phrase,句子,jùzi,언어,3
5204,동문서답,irrelevant answer,答非所问,dáfēisuǒwèn,언어,3
5205,대꾸,reply; answering back,顶嘴，回话,dǐngzuǐ，huíhuà,언어,3
5206,수필,essay,随笔，散文,suíbǐ，sǎnwén,언어,3
5207,주어,subject,主语,zhǔyǔ,언어,3
5208,감탄사,interjection,叹词,tàncí,언어,3
5209,격언,maxim; proverb; saying; adage; aphorism,格言,géyán,언어,3
5210,얼버무리다,equivocate,搪塞，支吾,tángsè，zhīwú,언어,3
5211,행,line,行，列，字行,xíng，liè，zìxíng,언어,3
5212,의성어,onomatopoeic word; onomatopoeia,拟声词,nǐshēngcí,언어,3
5213,서술어,predicate,谓语,wèiyǔ,언어,3
5214,완곡하다,euphemistic; roundabout,委婉,wěiwǎn,언어,3
5215,낱말,word,单词，词语,dāncí，cíyǔ,언어,3
5216,대명사,pronoun,代词,dàicí,언어,3
5217,욕설,curse; abuse; insult,骂，辱骂,mà，rǔmà,언어,3
5218,되뇌다,repeat; say something over and over,反复说,fǎnfùshuō,언어,3
5219,자음,consonant,子音，辅音,ziyīn，fǔyīn,언어,3
5220,의태어,mimetic word,拟态词,nǐtàicí,언어,3
5221,된소리,fortis,紧音,jǐnyīn,언어,3
5222,논술,discourse; statement; enunciation,论述,lùnshù,언어,3
5223,목적어,object,宾语,bīnyǔ,언어,3
5224,습득,acquisition; learning,习得，学会，掌握,xídé，xuéhuì，zhǎngwò,언어,3
5225,부인,denial,否认，否定,fǒurèn，fǒudìng,언어,3
5226,구어,spoken words; spoken language,口语,kǒuyǔ,언어,3
5227,함축,suggestion; allusion; implication,蕴含，包含，含有，含蓄,yùnhán，bāohán，hányǒu，hánxù,언어,3
5228,논설문,editorial writing; persuasive writing ,议论文,yìlùnwén,언어,3
5229,속어,slang; vulgarism,俗语，俚语,súyǔ，lǐyǔ,언어,3
5230,화자,speaker; narrator,说话者,shuōhuàzhě,언어,3
5231,평론,critique; criticism; review,评论,pínglùn,언어,3
5232,대조적,being contrastive,相反的，截然不同的,xiāngfǎnde，jiéránbùtóngde,언어,3
5233,단락,finishing; wrapping up,段，段落,duàn，duànluò,언어,3
5234,귓속말,whisper,耳语，私语，悄悄话,ěryǔ，sīyǔ，qiāoqiāohuà,언어,3
5235,열거,listing; enumeration,列举，列出,lièjǔ，lièchū,언어,3
5236,예문,example sentence,例句,lìjù,언어,3
5237,높임법,honorification,敬语法,jìngyǔfǎ,언어,3
5238,모국어,mother tongue,母语,mǔyǔ,언어,3
5239,기행문,travel essay,纪行，游记,jìxíng，yóujì,언어,3
5240,선언,clear statement,声明,shēngmíng,언어,3
5241,문헌,literature; document,文献,wénxiàn,언어,3
5242,문어,written language,书面语,shūmiànyǔ,언어,3
5243,발언,comment; remark; statement,发言 ，讲话,fāyán ，jiǎnghuà,언어,3
5244,사무적,being official,事务性的，文书上的,shìwùxìngde，wénshūshàngde,언어,3
5245,해독,comprehension; interpretation,解读，解释,jiědú，jiěshì,언어,3
5246,문단,paragraph,段,duàn,언어,3
5247,언행,words and actions,言行,yánxíng,언어,3
5248,혼잣말,utterance to oneself; monologue; soliloquy,自言自语,zìyánzìyǔ,언어,3
5249,어순,order of words,语序,yǔxù,언어,3
5250,비유적,being analogical; being figurative; being metaphorical,比喻式，比喻的,bǐyùshì，bǐyùde,언어,3
5251,말끝,the end of one's talk,话尾,huàwěi,언어,3
5252,구사,competence,运用，发挥，说，写,yùnyòng，fāhuī，shuō，xiě,언어,3
5253,동화,assimilation,同化,tónghuà,언어,3
5254,문항,question,问题，题,wèntí，tí,언어,3
5255,문형,sentence pattern,句型,jùxíng,언어,3
5256,서신,letter,信，书信,xìn，shūxìn,언어,3
5257,빈칸,empty column,空格,kōnggé,언어,3
5258,더듬거리다,grope; fumble for,摸索，摸,mōsuǒ，mō,언어,3
5259,자모,single letter; alphabet,字母,zìmǔ,언어,3
5260,어학,linguistics,语言学,yǔyánxué,언어,3
5261,대조적,contrasting,相反的，截然不同的,xiāngfǎnde，jiéránbùtóngde,언어,3
5262,용례,example,例子，例句,lìzi，lìjù,언어,3
5263,서술,description; depiction; narration,叙述，陈述,xùshù，chénshù,언어,3
5264,횡설수설,gibberish; babbling; rambling,语无伦次，胡言乱语，胡说八道，胡说，乱说,yǔwúlúncì，húyánluànyǔ，húshuōbādào，húshuō，luànshuō,언어,3
5265,본문,body,本文，正文,běnwén，zhèngwén,언어,3
5266,표기,writing; marking,标记，纪录,biāojì，jìlù,언어,3
5267,화법,style of speech; rhetoric,说话方法，说话方式,shuōhuàfāngfǎ，shuōhuàfāngshì,언어,3
5268,머리맡,pillow area around the head of a person who is lying down,枕边，床头,zhěnbiān，chuángtóu,언어,3
5269,한자어,Sino-Korean word,汉字词,hànzìcí,언어,3
5270,영문,English text; English writing,英文,yīngwén,언어,3
5271,서두,start; beginning,开头,kāitóu,언어,3
5272,수록,containing; including,收录，收集,shōulù，shōují,언어,3
5273,수신자,recipient; addressee; receiver,接听人，收件人,jiētīngrén，shōujiànrén,언어,3
5274,어원,origin of a word; etymology ,语源，词源,yǔyuán，cíyuán,언어,3
5275,공용어,official language,官方语言,guānfāngyǔyán,언어,3
5276,형용하다,describe; express; depict,形容，描述,xíngróng，miáoshù,언어,3
5277,사자성어,four-character idiom,四字成语,sìzìchéngyǔ,언어,3
5278,경험담,story of one’s experiences,经验之谈，经验,jīngyànzhītán，jīngyàn,언어,3
5279,좌담회,meeting,座谈会,zuòtánhuì,언어,3
5280,용법,direction for use; instruction for use; usage,用法,yòngfǎ,언어,3
5281,사무적,official,事务性的，文书上的,shìwùxìngde，wénshūshàngde,언어,3
5282,설명문,explanatory writing,说明文,shuōmíngwén,언어,3
5283,유창성,fluency,流畅性,liúchàngxìng,언어,3
5284,청자,listener; hearer; auditor,听者,tīngzhě,언어,3
5285,무언,being silent,无言，无语，沉默,wúyán，wúyǔ，chénmò,언어,3
5286,비유적,analogical,比喻式的，比喻的,bǐyùshìde，bǐyùde,언어,3
5287,동시통역,simultaneous interpretation,同声传译,tóngshēngchuányì,언어,3
5288,발신자,sender; addresser; caller,发信人，发件人,fāxìnrén，fājiànrén,언어,3
5289,무응답,non-response; unresponsiveness,无应答，不答,wúyìngdá，bùdá,언어,3
5290,시적,being poetic,诗意的,shīyìde,언어,3
5291,문단,literary circle; literary world,文坛,wéntán,언어,3
5292,표기법,notation,标记法，拼写法,biāojìfǎ，pīnxiěfǎ,언어,3
5293,시적,poetic,诗意的,shīyìde,언어,3
5294,정확성,accuracy,正确性,zhèngquèxìng,언어,3
5295,거닐다,walk; stroll,散步，漫步,sànbù，mànbù,여가 생활,3
5296,무릅쓰다,bear; endure,冒着，不顾,màozhe，bùgù,여가 생활,3
5297,나들이,outing; visit,串门，出行，出游,chuànmén，chūxíng，chūyóu,여가 생활,3
5298,풍요롭다,rich; abundant,丰饶，丰盛,fēngráo，fēngshèng,여가 생활,3
5299,유희,game; amusement,游戏,yóuxì,여가 생활,3
5300,전환,transition; change,转换,zhuǎnhuàn,여가 생활,3
5301,경관,scenery; landscape,景观，景色,jǐngguān，jǐngsè,여가 생활,3
5302,불꽃놀이,fireworks,放烟花,fàngyānhuā,여가 생활,3
5303,무료하다,bored,无聊,wúliáo,여가 생활,3
5304,박람회,exposition; exhibition,博览会,bólǎnhuì,여가 생활,3
5305,기호,taste,嗜好，喜好，爱好,shìhào，xǐhào，àihào,여가 생활,3
5306,객실,guest room,客厅,kètīng,여가 생활,3
5307,명소,famous place; tourist attraction,名胜，景点,míngshèng，jǐngdiǎn,여가 생활,3
5308,레저,leisure,休闲,xiūxián,여가 생활,3
5309,민박,temporary lodging; temporary lodging house,民宿，家庭旅馆,mínsù，jiātínglǚguǎn,여가 생활,3
5310,인파,crowd; throng,人流,rénliú,여가 생활,3
5311,문화생활,cultural life,文化生活,wénhuàshēnghuó,여가 생활,3
5312,갈대,reed,芦苇,lúwěi,여가 생활,3
5313,낚다,fish; hook,钓,diào,여가 생활,3
5314,찜질방,jjimjilbang,桑拿房，汗蒸房,sāngnáfáng，hànzhēngfáng,여가 생활,3
5315,풍요,being rich; being abundant,丰饶，富饶，富裕,fēngráo，fùráo，fùyù,여가 생활,3
5316,답사,field survey,勘查，实地调查，实地考察,kānchá，shídìdiàochá，shídìkǎochá,여가 생활,3
5317,천막,tent,帐篷,zhàngpéng,여가 생활,3
5318,모닥불,bonfire,篝火,gōuhuǒ,여가 생활,3
5319,기호품,item of personal preference,嗜好品,shìhàopǐn,여가 생활,3
5320,경유,going via; stopover,经由，路过，途经,jīngyóu，lùguò，tújīng,여가 생활,3
5321,동굴,cave,洞穴，洞窟,dòngxué，dòngkū,여가 생활,3
5322,체류,stay; sojourn,滞留，逗留，停留,zhìliú，dòuliú，tíngliú,여가 생활,3
5323,야영,camping; camp-out,野营，露营,yěyíng，lùyíng,여가 생활,3
5324,해수욕,sea bathing; playing in the sea,海水浴,hǎishuǐyù,여가 생활,3
5325,서예,calligraphy,书法,shūfǎ,여가 생활,3
5326,애완견,pet dog,宠物狗,chǒngwùgǒu,여가 생활,3
5327,일주,tour; round; traveling around,绕一周，周游,ràoyīzhōu，zhōuyóu,여가 생활,3
5328,탐험,exploration; expedition,探险,tànxiǎn,여가 생활,3
5329,재충전,recharge,再充电,zàichōngdiàn,여가 생활,3
5330,당구,billiards; pool,台球,táiqiú,여가 생활,3
5331,심야,dead of the night; late night,深夜,shēnyè,여가 생활,3
5332,면세점,duty free shop,免税店,miǎnshuìdiàn,여가 생활,3
5333,찰칵,with a clack; with a clatter,咔嗒,kādā,여가 생활,3
5334,등반,mountain climbing,攀登,pāndēng,여가 생활,3
5335,횡단,crossing; traversing,横穿，横过，横渡,héngchuān，héngguò，héngdù,여가 생활,3
5336,기행,traveler's account,纪行，游记,jìxíng，yóujì,여가 생활,3
5337,전망대,observatory,瞭望台,liàowàngtái,여가 생활,3
5338,캠프,camping; camp,野营，露营地,yěyíng，lùyíngdì,여가 생활,3
5339,삼림욕,forest bathing,森林浴,sēnlínyù,여가 생활,3
5340,동호인,people interested in the same hobby,共同爱好者,gòngtóng'àihàozhě,여가 생활,3
5341,명승지,scenic spot,名胜,míngshèng,여가 생활,3
5342,낚시터,fishing place,钓鱼场，垂钓处,diàoyúchǎng，chuídiàochù,여가 생활,3
5343,유래,origin; history,由来,yóulái,역사,3
5344,비약적,rising rapidly,飞跃的，跃进的,fēiyuède，yuèjìnde,역사,3
5345,발돋움,tiptoeing,踮脚,diǎnjiǎo,역사,3
5346,닥치다,approach; draw near; strike; come,临近，迫近,línjìn，pòjìn,역사,3
5347,변천,change; transition,变迁，演化，演变,biànqiān，yǎnhuà，yǎnbiàn,역사,3
5348,물려받다,inherit; succeed,继承，接手,jìchéng，jiēshǒu,역사,3
5349,귀족,nobility,贵族,guìzú,역사,3
5350,정체성,identity,认同性，认同感,rèntóngxìng，rèntónggǎn,역사,3
5351,고구려,Goguryeo,高句丽,gāojùlì,역사,3
5352,이주민,immigrant; emigrant,移民,yímín,역사,3
5353,원주민,native; aborigine,原住民，土著,yuánzhùmín，tǔzhù,역사,3
5354,양반,yangban,两班，贵族,liǎngbān，guìzú,역사,3
5355,물려주다,pass on; leave; bequeath,传给，留给,chuángěi，liúgěi,역사,3
5356,시련,hardship; ordeal,磨难,mónàn,역사,3
5357,대대손손,being from one generation to another; being from ancestor to descendant,世世代代，子子孙孙,shìshìdàidài，zǐzǐsūnsūn,역사,3
5358,고난,hardship; trouble; suffering; difficulty; adversity; trial; ordeal,苦难，艰难,kǔnàn，jiānnán,역사,3
5359,계승,inheritance,继承,jìchéng,역사,3
5360,고비,crisis; critical moment,关头，节骨眼,guāntóu，jiēgǔyǎn,역사,3
5361,선비,seonbi,学者,xuézhě,역사,3
5362,번창,prosperity; success,兴旺，昌盛,xīngwàng，chāngshèng,역사,3
5363,후기,latter period; latter half,后期,hòuqī,역사,3
5364,왕자,prince,王子,wángzǐ,역사,3
5365,혁명,revolution,革命，变革,gémìng，biàngé,역사,3
5366,근원,root; source,源头，根源,yuántóu，gēnyuán,역사,3
5367,변화무쌍,being ever-changing,变幻莫测，变化无常,biànhuànmòcè，biànhuàwúcháng,역사,3
5368,노예,slave,奴隶,núlì,역사,3
5369,멸망,collapse; destruction; downfall,灭亡,mièwáng,역사,3
5370,대대로,from generation to generation,世代，祖传,shìdài，zǔchuán,역사,3
5371,저항,resistance,抵抗,dǐkàng,역사,3
5372,찬란하다,bright; radiant,灿烂，绚烂，亮晃晃,cànlàn，xuànlàn，liànghuànghuǎng,역사,3
5373,광복,independence,光复,guāngfù,역사,3
5374,일화,anecdote; episode,轶事，趣闻,yìshì，qùwén,역사,3
5375,후손,descendant; posterity; future generation,后裔，后嗣，后孙，子孙，子孙后代,hòuyì，hòusì，hòusūn，zǐsūn，zǐsūnhòudài,역사,3
5376,만세,hurray,万岁,wànsuì,역사,3
5377,비약적,rapidly-rising; fast-developing,飞跃的，跃进的,fēiyuède，yuèjìnde,역사,3
5378,쇠퇴,decline; decadence; deterioration,衰退，衰亡,shuāituì，shuāiwáng,역사,3
5379,냉전,cold war,冷战,lěngzhàn,역사,3
5380,단군,Dangun,檀君,tánjūn,역사,3
5381,들이닥치다,rush in; storm into,不期而至，突然来到，降临,bùqī'érzhì，tūránláidào，jiànglín,역사,3
5382,신라,Silla,新罗,xīnluó,역사,3
5383,복원,restoration,复原，修复,fùyuán，xiūfù,역사,3
5384,역대,successive generations; many generations,历代，历届,lìdài，lìjiè,역사,3
5385,식민지,colony,殖民地,zhímíndì,역사,3
5386,전기,first period; early years,前期,qiánqī,역사,3
5387,배타적,being exclusive; being closed,排他的,páitāde,역사,3
5388,이어받다,inherit; succeed to,继承，传承,jìchéng，chuánchéng,역사,3
5389,선조,ancestors; forebears; forefathers,先祖，祖先,xiānzǔ，zǔxiān,역사,3
5390,고려,Goryeo,高丽,gāolí,역사,3
5391,건립,building; construction,建立，修建,jiànlì，xiūjiàn,역사,3
5392,왕조,dynasty,王朝,wángcháo,역사,3
5393,기원전,B.C.,公元前,gōngyuánqián,역사,3
5394,분열,division; split,分裂,fēnliè,역사,3
5395,소멸,extinction,消灭，消亡,xiāomiè，xiāowáng,역사,3
5396,중세,the Middle Ages,中世，中世纪,zhōngshì，zhōngshìjì,역사,3
5397,초대,first,首任，第一任,shǒurèn，dìyīrèn,역사,3
5398,변함없다,same,依然如故，一贯，始终不变,yīránrúgù，yíguàn，shǐzhōngbùbiàn,역사,3
5399,발굴,excavation; dig,发掘，挖掘,fājué，wājué,역사,3
5400,격세지감,being amazed at how much things have changed in a short time,隔世之感，恍如隔世,géshìzhīgǎn，huǎngrúgéshì,역사,3
5401,원시,being primal; being earlies,原始，原生,yuánshǐ，yuánshēng,역사,3
5402,왜곡,distortion; perversion,歪曲，扭曲,wāiqū，niǔqū,역사,3
5403,이주,move; removal,搬家,bānjiā,역사,3
5404,왕권,royal authority; royal power,王权,wángquán,역사,3
5405,백제,Baekje,百济,bǎijì,역사,3
5406,궁중,Inside the place where the king lives.,宫中,gōngzhōng,역사,3
5407,휴전,ceasefire; truce,休战，停战,xiūzhàn，tíngzhàn,역사,3
5408,연대,period; age,年代,niándài,역사,3
5409,번성,prosperity; thriving,繁盛，繁荣,fánshèng，fánróng,역사,3
5410,후대,next generation; future generation; posterity; future era,后代，后世，后辈，下一代，后人,hòudài，hòushì，hòubèi，xiàyídài，hòurén,역사,3
5411,대항,opposition; resistance,对抗，抵抗，抗衡,duìkàng，dǐkàng，kànghéng,역사,3
5412,사극,historical drama; historical film,历史剧,lìshǐjù,역사,3
5413,장군,general; admiral,将军,jiāngjūn,역사,3
5414,시대적,periodic,时代的,shídàide,역사,3
5415,약탈,plundering; looting; pillage,掠夺,lüèduó,역사,3
5416,왕위,throne; kingship,王位,wángwèi,역사,3
5417,침략,invasion; aggression,侵略，侵吞,qīnlüè，qīntūn,역사,3
5418,학살,massacre; slaughter,屠杀，虐杀，残杀,túshā，nüèshā，cánshā,역사,3
5419,전환기,transition period; turning point,转折期，转换期,zhuǎnzhéqī，zhuǎnhuànqī,역사,3
5420,불가사의,mystery; wonder,不可思议，难以想象，奇迹,bùkěsīyì，nányǐxiǎngxiàng，qíjì,역사,3
5421,시대적,character of the times,时代的,shídàide,역사,3
5422,황제,emperor,皇帝，天子,huángdì，tiānzi,역사,3
5423,전기,biography,传记,zhuànjì,역사,3
5424,참배,worship,拜，参拜,bài，cānbài,역사,3
5425,기원후,A.D.,公元后,gōngyuánhòu,역사,3
5426,초창기,initial stage; beginning,初期，最初，萌芽期,chūqī，zuìchū，méngyáqī,역사,3
5427,하인,servant,下人 ，佣人,xiàrén ，yōngrén,역사,3
5428,배타적,exclusive; closed,排他的,páitāde,역사,3
5429,왕궁,royal palace,王宫,wánggōng,역사,3
5430,암흑기,dark age; period of darkness,黑暗时期,hēi'ànshíqī,역사,3
5431,파멸,destruction; ruin,破灭，灭亡,pòmiè，mièwáng,역사,3
5432,반세기,half century,半个世纪,bàngèshìjì,역사,3
5433,황금기,golden days; prime; heyday,当年，黄金期，黄金时期，鼎盛时期,dāngnián，huángjīnqī，huángjīnshíqī，dǐngshèngshíqī,역사,3
5434,정체기,rut; plateau,停滞期,tíngzhìqī,역사,3
5435,가면,mask,假面具，面具,jiǎmiànjù，miànjù,예술,3
5436,손꼽다,count with one's fingers,掐指，扳着指头,qiāzhǐ，bānzhezhǐtou,예술,3
5437,결말,end; finish; close; conclusion; result; outcome; ending; denouement,结局，结尾,jiéjú，jiéwěi,예술,3
5438,안목,appreciative eye; good eye,眼力，眼光,yǎnlì，yǎnguāng,예술,3
5439,독창성,creativity,独创性,dúchuàngxìng,예술,3
5440,짜임새,weave,做工,zuògōng,예술,3
5441,가곡,Korean art song,唱曲，唱诗,chàngqū，chàngshī,예술,3
5442,가창력,singing ability,唱功,chànggōng,예술,3
5443,구상,plan,构想，设想,gòuxiǎng，shèxiǎng,예술,3
5444,나그네,traveler; passenger; visitor,旅人，过客,lǚrén，guòkè,예술,3
5445,천부적,being innate; being inherent,天赋的；先天的,tiānfùde；xiāntiānde,예술,3
5446,다채롭다,varied; colorful,丰富多彩，精彩,fēngfùduōcǎi，jīngcǎi,예술,3
5447,거문고,geomungo,玄鹤琴,xuánhèqín,예술,3
5448,손꼽히다,be considered great,数一数二,shǔyīshǔ'èr,예술,3
5449,독창적,being creative,独特的，创造性的,dútède，chuàngzàoxìngde,예술,3
5450,기법,technique,技法，手法,jìfǎ，shǒufǎ,예술,3
5451,골동품,antique; curio,古董，古玩,gǔdǒng，gǔwán,예술,3
5452,기립,standing up,起立,qǐlì,예술,3
5453,참신하다,original,崭新 ，新颖,zhǎnxīn ，xīnyǐng,예술,3
5454,비평,criticism; critique; review; comment,批评，评论,pīpíng，pínglùn,예술,3
5455,가야금,gayageum,伽倻琴,gāyēqín,예술,3
5456,각본,scenario; script,剧本，脚本,jùběn，jiǎoběn,예술,3
5457,독창적,creative,独特的，创造性的,dútède，chuàngzàoxìngde,예술,3
5458,암시,hint; suggestion; cue,暗示,ànshì,예술,3
5459,걸작,masterpiece; great work,杰作,jiézuò,예술,3
5460,합창,choir; singing together,合唱,héchàng,예술,3
5461,창조적,being creative,创造的，创造性的,chuàngzàode，chuàngzàoxìngde,예술,3
5462,붓,brush,毛笔,máobǐ,예술,3
5463,구절,phrase,句子，段落,jùzi，duànluò,예술,3
5464,미적,being aesthetic,美的，审美的,měide，shěnměide,예술,3
5465,낭독,recitation,朗读,lǎngdú,예술,3
5466,예술성,artistry,艺术性,yìshùxìng,예술,3
5467,등장인물,character,登场人物，剧中人物,dēngchǎngrénwù，jùzhōngrénwù,예술,3
5468,동상,bronze statue,铜像,tóngxiàng,예술,3
5469,조각,carving,雕刻,diāokè,예술,3
5470,생동감,liveliness,生动感，动感,shēngdònggǎn，dònggǎn,예술,3
5471,풍자,satire; innuendo,讽刺,fěngcì,예술,3
5472,피리,piri,笛子,dízi,예술,3
5473,수상,being awarded,获奖,huòjiǎng,예술,3
5474,기술,depiction,记述,jìshù,예술,3
5475,낭송,recitation,朗诵,lǎngsòng,예술,3
5476,농악,nong-ak; instrumental farm music,农乐,nónglè,예술,3
5477,집필,writing,执笔，写作,zhíbǐ，xiězuò,예술,3
5478,창조적,creative,创造的，创造性的,chuàngzàode，chuàngzàoxìngde,예술,3
5479,개작,adaptation; remake,改编，改写,gǎibiān，gǎixiě,예술,3
5480,국악,gugak,国乐,guólè,예술,3
5481,공예,craftsmanship,工艺，技艺,gōngyì，jìyì,예술,3
5482,허구,fiction; fabrication,虚构，编造,xūgòu，biānzào,예술,3
5483,벽화,mural painting,壁画,bìhuà,예술,3
5484,국보,national treasure,国宝,guóbǎo,예술,3
5485,북,drum,鼓,gǔ,예술,3
5486,판소리,pansori,盘索里,pánsuǒlǐ,예술,3
5487,대상,grand prize; grand prix,大奖，一等奖,dàjiǎng，yìděngjiǎng,예술,3
5488,지휘,command,指挥,zhǐhuī,예술,3
5489,오케스트라,orchestra,管弦乐队，管弦乐团,guǎnxiányuèduì，guǎnxiányuètuán,예술,3
5490,조형미,stereoscopic beauty,造形美,zàoxíngměi,예술,3
5491,모티브,motive; inspiration,主题,zhǔtí,예술,3
5492,글쓴이,writer,作者,zuòzhě,예술,3
5493,미적,aesthetic,美的，审美的,měide，shěnměide,예술,3
5494,연주자,performer,演奏者,yǎnzòuzhě,예술,3
5495,해학적,being humorous; being jesting; being witty,诙谐的，幽默的,huīxiéde，yōumòde,예술,3
5496,무형,intangibility; formlessness,无形,wúxíng,예술,3
5497,여류,female; woman,女,nǚ,예술,3
5498,-집,-jip,(无对应词汇),(wúduìyìngcíhuì),예술,3
5499,미술가,artist,美术家,měishùjiā,예술,3
5500,문학적,being literary,文学的，文学上的,wénxuéde，wénxuéshàngde,예술,3
5501,반주,instrumental accompaniment,伴奏,bànzòu,예술,3
5502,문학적,literary,文学的，文学上的,wénxuéde，wénxuéshàngde,예술,3
5503,솔로,solo,独唱，独奏,dúchàng，dúzòu,예술,3
5504,전시관,exhibition hall,展示馆,zhǎnshìguǎn,예술,3
5505,천부적,innate; inherent,天赋的；先天的,tiānfùde；xiāntiānde,예술,3
5506,예술품,work of art,艺术品,yìshùpǐn,예술,3
5507,서평,book review,书评,shūpíng,예술,3
5508,해학적,humorous; jesting; witty,诙谐的，幽默的,huīxiéde，yōumòde,예술,3
5509,통속,conventionality,一般风俗，通行风俗,yìbānfēngsú，tōngxíngfēngsú,예술,3
5510,창작품,creation; creative work,创作品,chuàngzuòpǐn,예술,3
5511,수수하다,plain; simple,俭朴,jiǎnpǔ,외양,3
5512,수려하다,graceful; handsome; fine,秀丽，清秀,xiùlì，qīngxiù,외양,3
5513,활기차다,energetic; lively; vibrant,充满活力，生机勃勃，元气满满,chōngmǎnhuólì，shēngjībóbó，yuánqìmǎnmǎn,외양,3
5514,고상하다,noble; lofty; refined; elegant; sophisticated,高尚，高雅,gāoshàng，gāoyǎ,외양,3
5515,달라붙다,attach; stick,粘，贴，粘附,zhān，tiē，zhānfù,외양,3
5516,덩치,build,身材，块头，身躯,shēncái，kuàitóu，shēnqū,외양,3
5517,신축성,elasticity; flexibility,弹性,tánxìng,외양,3
5518,창백하다,pale,苍白，煞白，惨白,cāngbái，shàbái，cǎnbái,외양,3
5519,가냘프다,slim; slender,细，瘦弱，单薄,xì，shòuruò，dānbó,외양,3
5520,옷깃,otkkit,衣领，领子，衣裳襟儿，衣角,yīlǐng，lǐngzi，yīshangjīn'ér，yījiǎo,외양,3
5521,험악하다,wild; rough; tough,险恶，险峻,xiǎn'è，xiǎnjùn,외양,3
5522,인상착의,signalment,衣着相貌,yīzhuóxiàngmào,외양,3
5523,미녀,beauty; beautiful woman,美女,měinǚ,외양,3
5524,시커멓다,deep-black; jet-black,黝黑，漆黑,yǒuhēi，qīhēi,외양,3
5525,콧등,nose ridge,鼻梁,bíliáng,외양,3
5526,가느다랗다,thin; narrow; slim,颇细，纤细，细微,pǒxì，xiānxì，xìwēi,외양,3
