korean_word,english_translation,mandarin_translation,mandarin_pinyin,category,difficulty
의성어,onomatopoeic word; onomatopoeia,拟声词,nǐshēngcí,언어,3
서술어,predicate,谓语,wèiyǔ,언어,3
완곡하다,euphemistic; roundabout,委婉,wěiwǎn,언어,3
낱말,word,单词，词语,dāncí，cíyǔ,언어,3
대명사,pronoun,代词,dàicí,언어,3
욕설,curse; abuse; insult,骂，辱骂,mà，rǔmà,언어,3
되뇌다,repeat; say something over and over,反复说,fǎnfùshuō,언어,3
자음,consonant,子音，辅音,ziyīn，fǔyīn,언어,3
의태어,mimetic word,拟态词,nǐtàicí,언어,3
된소리,fortis,紧音,jǐnyīn,언어,3
논술,discourse; statement; enunciation,论述,lùnshù,언어,3
목적어,object,宾语,bīnyǔ,언어,3
습득,acquisition; learning,习得，学会，掌握,xídé，xuéhuì，zhǎngwò,언어,3
부인,denial,否认，否定,fǒurèn，fǒudìng,언어,3
구어,spoken words; spoken language,口语,kǒuyǔ,언어,3
함축,suggestion; allusion; implication,蕴含，包含，含有，含蓄,yùnhán，bāohán，hányǒu，hánxù,언어,3
논설문,editorial writing; persuasive writing ,议论文,yìlùnwén,언어,3
속어,slang; vulgarism,俗语，俚语,súyǔ，lǐyǔ,언어,3
화자,speaker; narrator,说话者,shuōhuàzhě,언어,3
평론,critique; criticism; review,评论,pínglùn,언어,3
대조적,being contrastive,相反的，截然不同的,xiāngfǎnde，jiéránbùtóngde,언어,3
단락,finishing; wrapping up,段，段落,duàn，duànluò,언어,3
귓속말,whisper,耳语，私语，悄悄话,ěryǔ，sīyǔ，qiāoqiāohuà,언어,3
열거,listing; enumeration,列举，列出,lièjǔ，lièchū,언어,3
예문,example sentence,例句,lìjù,언어,3
높임법,honorification,敬语法,jìngyǔfǎ,언어,3
모국어,mother tongue,母语,mǔyǔ,언어,3
기행문,travel essay,纪行，游记,jìxíng，yóujì,언어,3
선언,clear statement,声明,shēngmíng,언어,3
문헌,literature; document,文献,wénxiàn,언어,3
문어,written language,书面语,shūmiànyǔ,언어,3
발언,comment; remark; statement,发言 ，讲话,fāyán ，jiǎnghuà,언어,3
사무적,being official,事务性的，文书上的,shìwùxìngde，wénshūshàngde,언어,3
해독,comprehension; interpretation,解读，解释,jiědú，jiěshì,언어,3
문단,paragraph,段,duàn,언어,3
언행,words and actions,言行,yánxíng,언어,3
혼잣말,utterance to oneself; monologue; soliloquy,自言自语,zìyánzìyǔ,언어,3
어순,order of words,语序,yǔxù,언어,3
비유적,being analogical; being figurative; being metaphorical,比喻式，比喻的,bǐyùshì，bǐyùde,언어,3
말끝,the end of one's talk,话尾,huàwěi,언어,3
구사,competence,运用，发挥，说，写,yùnyòng，fāhuī，shuō，xiě,언어,3
동화,assimilation,同化,tónghuà,언어,3
문항,question,问题，题,wèntí，tí,언어,3
문형,sentence pattern,句型,jùxíng,언어,3
서신,letter,信，书信,xìn，shūxìn,언어,3
빈칸,empty column,空格,kōnggé,언어,3
더듬거리다,grope; fumble for,摸索，摸,mōsuǒ，mō,언어,3
자모,single letter; alphabet,字母,zìmǔ,언어,3
어학,linguistics,语言学,yǔyánxué,언어,3
대조적,contrasting,相反的，截然不同的,xiāngfǎnde，jiéránbùtóngde,언어,3
용례,example,例子，例句,lìzi，lìjù,언어,3
서술,description; depiction; narration,叙述，陈述,xùshù，chénshù,언어,3
횡설수설,gibberish; babbling; rambling,语无伦次，胡言乱语，胡说八道，胡说，乱说,yǔwúlúncì，húyánluànyǔ，húshuōbādào，húshuō，luànshuō,언어,3
본문,body,本文，正文,běnwén，zhèngwén,언어,3
표기,writing; marking,标记，纪录,biāojì，jìlù,언어,3
화법,style of speech; rhetoric,说话方法，说话方式,shuōhuàfāngfǎ，shuōhuàfāngshì,언어,3
머리맡,pillow area around the head of a person who is lying down,枕边，床头,zhěnbiān，chuángtóu,언어,3
한자어,Sino-Korean word,汉字词,hànzìcí,언어,3
영문,English text; English writing,英文,yīngwén,언어,3
서두,start; beginning,开头,kāitóu,언어,3
수록,containing; including,收录，收集,shōulù，shōují,언어,3
수신자,recipient; addressee; receiver,接听人，收件人,jiētīngrén，shōujiànrén,언어,3
어원,origin of a word; etymology ,语源，词源,yǔyuán，cíyuán,언어,3
공용어,official language,官方语言,guānfāngyǔyán,언어,3
형용하다,describe; express; depict,形容，描述,xíngróng，miáoshù,언어,3
사자성어,four-character idiom,四字成语,sìzìchéngyǔ,언어,3
경험담,story of one’s experiences,经验之谈，经验,jīngyànzhītán，jīngyàn,언어,3
좌담회,meeting,座谈会,zuòtánhuì,언어,3
용법,direction for use; instruction for use; usage,用法,yòngfǎ,언어,3
사무적,official,事务性的，文书上的,shìwùxìngde，wénshūshàngde,언어,3
설명문,explanatory writing,说明文,shuōmíngwén,언어,3
유창성,fluency,流畅性,liúchàngxìng,언어,3
청자,listener; hearer; auditor,听者,tīngzhě,언어,3
무언,being silent,无言，无语，沉默,wúyán，wúyǔ，chénmò,언어,3
비유적,analogical,比喻式的，比喻的,bǐyùshìde，bǐyùde,언어,3
동시통역,simultaneous interpretation,同声传译,tóngshēngchuányì,언어,3
발신자,sender; addresser; caller,发信人，发件人,fāxìnrén，fājiànrén,언어,3
무응답,non-response; unresponsiveness,无应答，不答,wúyìngdá，bùdá,언어,3
시적,being poetic,诗意的,shīyìde,언어,3
문단,literary circle; literary world,文坛,wéntán,언어,3
표기법,notation,标记法，拼写法,biāojìfǎ，pīnxiěfǎ,언어,3
시적,poetic,诗意的,shīyìde,언어,3
정확성,accuracy,正确性,zhèngquèxìng,언어,3
거닐다,walk; stroll,散步，漫步,sànbù，mànbù,여가 생활,3
무릅쓰다,bear; endure,冒着，不顾,màozhe，bùgù,여가 생활,3
나들이,outing; visit,串门，出行，出游,chuànmén，chūxíng，chūyóu,여가 생활,3
풍요롭다,rich; abundant,丰饶，丰盛,fēngráo，fēngshèng,여가 생활,3
유희,game; amusement,游戏,yóuxì,여가 생활,3
전환,transition; change,转换,zhuǎnhuàn,여가 생활,3
경관,scenery; landscape,景观，景色,jǐngguān，jǐngsè,여가 생활,3
불꽃놀이,fireworks,放烟花,fàngyānhuā,여가 생활,3
무료하다,bored,无聊,wúliáo,여가 생활,3
박람회,exposition; exhibition,博览会,bólǎnhuì,여가 생활,3
기호,taste,嗜好，喜好，爱好,shìhào，xǐhào，àihào,여가 생활,3
객실,guest room,客厅,kètīng,여가 생활,3
명소,famous place; tourist attraction,名胜，景点,míngshèng，jǐngdiǎn,여가 생활,3
레저,leisure,休闲,xiūxián,여가 생활,3
민박,temporary lodging; temporary lodging house,民宿，家庭旅馆,mínsù，jiātínglǚguǎn,여가 생활,3
인파,crowd; throng,人流,rénliú,여가 생활,3
문화생활,cultural life,文化生活,wénhuàshēnghuó,여가 생활,3
갈대,reed,芦苇,lúwěi,여가 생활,3
낚다,fish; hook,钓,diào,여가 생활,3
찜질방,jjimjilbang,桑拿房，汗蒸房,sāngnáfáng，hànzhēngfáng,여가 생활,3
풍요,being rich; being abundant,丰饶，富饶，富裕,fēngráo，fùráo，fùyù,여가 생활,3
답사,field survey,勘查，实地调查，实地考察,kānchá，shídìdiàochá，shídìkǎochá,여가 생활,3
천막,tent,帐篷,zhàngpéng,여가 생활,3
모닥불,bonfire,篝火,gōuhuǒ,여가 생활,3
기호품,item of personal preference,嗜好品,shìhàopǐn,여가 생활,3
경유,going via; stopover,经由，路过，途经,jīngyóu，lùguò，tújīng,여가 생활,3
동굴,cave,洞穴，洞窟,dòngxué，dòngkū,여가 생활,3
체류,stay; sojourn,滞留，逗留，停留,zhìliú，dòuliú，tíngliú,여가 생활,3
야영,camping; camp-out,野营，露营,yěyíng，lùyíng,여가 생활,3
해수욕,sea bathing; playing in the sea,海水浴,hǎishuǐyù,여가 생활,3
서예,calligraphy,书法,shūfǎ,여가 생활,3
애완견,pet dog,宠物狗,chǒngwùgǒu,여가 생활,3
일주,tour; round; traveling around,绕一周，周游,ràoyīzhōu，zhōuyóu,여가 생활,3
탐험,exploration; expedition,探险,tànxiǎn,여가 생활,3
재충전,recharge,再充电,zàichōngdiàn,여가 생활,3
당구,billiards; pool,台球,táiqiú,여가 생활,3
심야,dead of the night; late night,深夜,shēnyè,여가 생활,3
면세점,duty free shop,免税店,miǎnshuìdiàn,여가 생활,3
찰칵,with a clack; with a clatter,咔嗒,kādā,여가 생활,3
등반,mountain climbing,攀登,pāndēng,여가 생활,3
횡단,crossing; traversing,横穿，横过，横渡,héngchuān，héngguò，héngdù,여가 생활,3
기행,traveler's account,纪行，游记,jìxíng，yóujì,여가 생활,3
전망대,observatory,瞭望台,liàowàngtái,여가 생활,3
캠프,camping; camp,野营，露营地,yěyíng，lùyíngdì,여가 생활,3
삼림욕,forest bathing,森林浴,sēnlínyù,여가 생활,3
동호인,people interested in the same hobby,共同爱好者,gòngtóng'àihàozhě,여가 생활,3
명승지,scenic spot,名胜,míngshèng,여가 생활,3
낚시터,fishing place,钓鱼场，垂钓处,diàoyúchǎng，chuídiàochù,여가 생활,3
유래,origin; history,由来,yóulái,역사,3
비약적,rising rapidly,飞跃的，跃进的,fēiyuède，yuèjìnde,역사,3
발돋움,tiptoeing,踮脚,diǎnjiǎo,역사,3
닥치다,approach; draw near; strike; come,临近，迫近,línjìn，pòjìn,역사,3
변천,change; transition,变迁，演化，演变,biànqiān，yǎnhuà，yǎnbiàn,역사,3
물려받다,inherit; succeed,继承，接手,jìchéng，jiēshǒu,역사,3
귀족,nobility,贵族,guìzú,역사,3
정체성,identity,认同性，认同感,rèntóngxìng，rèntónggǎn,역사,3
고구려,Goguryeo,高句丽,gāojùlì,역사,3
이주민,immigrant; emigrant,移民,yímín,역사,3
원주민,native; aborigine,原住民，土著,yuánzhùmín，tǔzhù,역사,3
양반,yangban,两班，贵族,liǎngbān，guìzú,역사,3
물려주다,pass on; leave; bequeath,传给，留给,chuángěi，liúgěi,역사,3
시련,hardship; ordeal,磨难,mónàn,역사,3
대대손손,being from one generation to another; being from ancestor to descendant,世世代代，子子孙孙,shìshìdàidài，zǐzǐsūnsūn,역사,3
고난,hardship; trouble; suffering; difficulty; adversity; trial; ordeal,苦难，艰难,kǔnàn，jiānnán,역사,3
계승,inheritance,继承,jìchéng,역사,3
고비,crisis; critical moment,关头，节骨眼,guāntóu，jiēgǔyǎn,역사,3
선비,seonbi,学者,xuézhě,역사,3
번창,prosperity; success,兴旺，昌盛,xīngwàng，chāngshèng,역사,3
후기,latter period; latter half,后期,hòuqī,역사,3
왕자,prince,王子,wángzǐ,역사,3
혁명,revolution,革命，变革,gémìng，biàngé,역사,3
근원,root; source,源头，根源,yuántóu，gēnyuán,역사,3
변화무쌍,being ever-changing,变幻莫测，变化无常,biànhuànmòcè，biànhuàwúcháng,역사,3
노예,slave,奴隶,núlì,역사,3
멸망,collapse; destruction; downfall,灭亡,mièwáng,역사,3
대대로,from generation to generation,世代，祖传,shìdài，zǔchuán,역사,3
저항,resistance,抵抗,dǐkàng,역사,3
찬란하다,bright; radiant,灿烂，绚烂，亮晃晃,cànlàn，xuànlàn，liànghuànghuǎng,역사,3
광복,independence,光复,guāngfù,역사,3
일화,anecdote; episode,轶事，趣闻,yìshì，qùwén,역사,3
후손,descendant; posterity; future generation,后裔，后嗣，后孙，子孙，子孙后代,hòuyì，hòusì，hòusūn，zǐsūn，zǐsūnhòudài,역사,3
만세,hurray,万岁,wànsuì,역사,3
비약적,rapidly-rising; fast-developing,飞跃的，跃进的,fēiyuède，yuèjìnde,역사,3
쇠퇴,decline; decadence; deterioration,衰退，衰亡,shuāituì，shuāiwáng,역사,3
냉전,cold war,冷战,lěngzhàn,역사,3
단군,Dangun,檀君,tánjūn,역사,3
들이닥치다,rush in; storm into,不期而至，突然来到，降临,bùqī'érzhì，tūránláidào，jiànglín,역사,3
신라,Silla,新罗,xīnluó,역사,3
복원,restoration,复原，修复,fùyuán，xiūfù,역사,3
역대,successive generations; many generations,历代，历届,lìdài，lìjiè,역사,3
식민지,colony,殖民地,zhímíndì,역사,3
전기,first period; early years,前期,qiánqī,역사,3
배타적,being exclusive; being closed,排他的,páitāde,역사,3
이어받다,inherit; succeed to,继承，传承,jìchéng，chuánchéng,역사,3
선조,ancestors; forebears; forefathers,先祖，祖先,xiānzǔ，zǔxiān,역사,3
고려,Goryeo,高丽,gāolí,역사,3
건립,building; construction,建立，修建,jiànlì，xiūjiàn,역사,3
왕조,dynasty,王朝,wángcháo,역사,3
기원전,B.C.,公元前,gōngyuánqián,역사,3
분열,division; split,分裂,fēnliè,역사,3
소멸,extinction,消灭，消亡,xiāomiè，xiāowáng,역사,3
중세,the Middle Ages,中世，中世纪,zhōngshì，zhōngshìjì,역사,3
초대,first,首任，第一任,shǒurèn，dìyīrèn,역사,3
변함없다,same,依然如故，一贯，始终不变,yīránrúgù，yíguàn，shǐzhōngbùbiàn,역사,3
발굴,excavation; dig,发掘，挖掘,fājué，wājué,역사,3
격세지감,being amazed at how much things have changed in a short time,隔世之感，恍如隔世,géshìzhīgǎn，huǎngrúgéshì,역사,3
원시,being primal; being earlies,原始，原生,yuánshǐ，yuánshēng,역사,3
왜곡,distortion; perversion,歪曲，扭曲,wāiqū，niǔqū,역사,3
이주,move; removal,搬家,bānjiā,역사,3
왕권,royal authority; royal power,王权,wángquán,역사,3
백제,Baekje,百济,bǎijì,역사,3
궁중,Inside the place where the king lives.,宫中,gōngzhōng,역사,3
휴전,ceasefire; truce,休战，停战,xiūzhàn，tíngzhàn,역사,3
연대,period; age,年代,niándài,역사,3
번성,prosperity; thriving,繁盛，繁荣,fánshèng，fánróng,역사,3
후대,next generation; future generation; posterity; future era,后代，后世，后辈，下一代，后人,hòudài，hòushì，hòubèi，xiàyídài，hòurén,역사,3
대항,opposition; resistance,对抗，抵抗，抗衡,duìkàng，dǐkàng，kànghéng,역사,3
사극,historical drama; historical film,历史剧,lìshǐjù,역사,3
장군,general; admiral,将军,jiāngjūn,역사,3
시대적,periodic,时代的,shídàide,역사,3
약탈,plundering; looting; pillage,掠夺,lüèduó,역사,3
왕위,throne; kingship,王位,wángwèi,역사,3
침략,invasion; aggression,侵略，侵吞,qīnlüè，qīntūn,역사,3
학살,massacre; slaughter,屠杀，虐杀，残杀,túshā，nüèshā，cánshā,역사,3
전환기,transition period; turning point,转折期，转换期,zhuǎnzhéqī，zhuǎnhuànqī,역사,3
불가사의,mystery; wonder,不可思议，难以想象，奇迹,bùkěsīyì，nányǐxiǎngxiàng，qíjì,역사,3
시대적,character of the times,时代的,shídàide,역사,3
황제,emperor,皇帝，天子,huángdì，tiānzi,역사,3
전기,biography,传记,zhuànjì,역사,3
참배,worship,拜，参拜,bài，cānbài,역사,3
기원후,A.D.,公元后,gōngyuánhòu,역사,3
초창기,initial stage; beginning,初期，最初，萌芽期,chūqī，zuìchū，méngyáqī,역사,3
하인,servant,下人 ，佣人,xiàrén ，yōngrén,역사,3
배타적,exclusive; closed,排他的,páitāde,역사,3
왕궁,royal palace,王宫,wánggōng,역사,3
암흑기,dark age; period of darkness,黑暗时期,hēi'ànshíqī,역사,3
파멸,destruction; ruin,破灭，灭亡,pòmiè，mièwáng,역사,3
반세기,half century,半个世纪,bàngèshìjì,역사,3
황금기,golden days; prime; heyday,当年，黄金期，黄金时期，鼎盛时期,dāngnián，huángjīnqī，huángjīnshíqī，dǐngshèngshíqī,역사,3
정체기,rut; plateau,停滞期,tíngzhìqī,역사,3
가면,mask,假面具，面具,jiǎmiànjù，miànjù,예술,3
손꼽다,count with one's fingers,掐指，扳着指头,qiāzhǐ，bānzhezhǐtou,예술,3
결말,end; finish; close; conclusion; result; outcome; ending; denouement,结局，结尾,jiéjú，jiéwěi,예술,3
안목,appreciative eye; good eye,眼力，眼光,yǎnlì，yǎnguāng,예술,3
독창성,creativity,独创性,dúchuàngxìng,예술,3
짜임새,weave,做工,zuògōng,예술,3
가곡,Korean art song,唱曲，唱诗,chàngqū，chàngshī,예술,3
가창력,singing ability,唱功,chànggōng,예술,3
구상,plan,构想，设想,gòuxiǎng，shèxiǎng,예술,3
나그네,traveler; passenger; visitor,旅人，过客,lǚrén，guòkè,예술,3
천부적,being innate; being inherent,天赋的；先天的,tiānfùde；xiāntiānde,예술,3
다채롭다,varied; colorful,丰富多彩，精彩,fēngfùduōcǎi，jīngcǎi,예술,3
거문고,geomungo,玄鹤琴,xuánhèqín,예술,3
손꼽히다,be considered great,数一数二,shǔyīshǔ'èr,예술,3
독창적,being creative,独特的，创造性的,dútède，chuàngzàoxìngde,예술,3
기법,technique,技法，手法,jìfǎ，shǒufǎ,예술,3
골동품,antique; curio,古董，古玩,gǔdǒng，gǔwán,예술,3
기립,standing up,起立,qǐlì,예술,3
참신하다,original,崭新 ，新颖,zhǎnxīn ，xīnyǐng,예술,3
비평,criticism; critique; review; comment,批评，评论,pīpíng，pínglùn,예술,3
가야금,gayageum,伽倻琴,gāyēqín,예술,3
각본,scenario; script,剧本，脚本,jùběn，jiǎoběn,예술,3
독창적,creative,独特的，创造性的,dútède，chuàngzàoxìngde,예술,3
암시,hint; suggestion; cue,暗示,ànshì,예술,3
걸작,masterpiece; great work,杰作,jiézuò,예술,3
합창,choir; singing together,合唱,héchàng,예술,3
창조적,being creative,创造的，创造性的,chuàngzàode，chuàngzàoxìngde,예술,3
붓,brush,毛笔,máobǐ,예술,3
구절,phrase,句子，段落,jùzi，duànluò,예술,3
미적,being aesthetic,美的，审美的,měide，shěnměide,예술,3
낭독,recitation,朗读,lǎngdú,예술,3
예술성,artistry,艺术性,yìshùxìng,예술,3
등장인물,character,登场人物，剧中人物,dēngchǎngrénwù，jùzhōngrénwù,예술,3
동상,bronze statue,铜像,tóngxiàng,예술,3
조각,carving,雕刻,diāokè,예술,3
생동감,liveliness,生动感，动感,shēngdònggǎn，dònggǎn,예술,3
풍자,satire; innuendo,讽刺,fěngcì,예술,3
피리,piri,笛子,dízi,예술,3
수상,being awarded,获奖,huòjiǎng,예술,3
기술,depiction,记述,jìshù,예술,3
낭송,recitation,朗诵,lǎngsòng,예술,3
농악,nong-ak; instrumental farm music,农乐,nónglè,예술,3
집필,writing,执笔，写作,zhíbǐ，xiězuò,예술,3
창조적,creative,创造的，创造性的,chuàngzàode，chuàngzàoxìngde,예술,3
개작,adaptation; remake,改编，改写,gǎibiān，gǎixiě,예술,3
국악,gugak,国乐,guólè,예술,3
공예,craftsmanship,工艺，技艺,gōngyì，jìyì,예술,3
허구,fiction; fabrication,虚构，编造,xūgòu，biānzào,예술,3
벽화,mural painting,壁画,bìhuà,예술,3
국보,national treasure,国宝,guóbǎo,예술,3
북,drum,鼓,gǔ,예술,3
판소리,pansori,盘索里,pánsuǒlǐ,예술,3
대상,grand prize; grand prix,大奖，一等奖,dàjiǎng，yìděngjiǎng,예술,3
지휘,command,指挥,zhǐhuī,예술,3
오케스트라,orchestra,管弦乐队，管弦乐团,guǎnxiányuèduì，guǎnxiányuètuán,예술,3
조형미,stereoscopic beauty,造形美,zàoxíngměi,예술,3
모티브,motive; inspiration,主题,zhǔtí,예술,3
글쓴이,writer,作者,zuòzhě,예술,3
미적,aesthetic,美的，审美的,měide，shěnměide,예술,3
연주자,performer,演奏者,yǎnzòuzhě,예술,3
해학적,being humorous; being jesting; being witty,诙谐的，幽默的,huīxiéde，yōumòde,예술,3
무형,intangibility; formlessness,无形,wúxíng,예술,3
여류,female; woman,女,nǚ,예술,3
-집,-jip,(无对应词汇),(wúduìyìngcíhuì),예술,3
미술가,artist,美术家,měishùjiā,예술,3
문학적,being literary,文学的，文学上的,wénxuéde，wénxuéshàngde,예술,3
반주,instrumental accompaniment,伴奏,bànzòu,예술,3
문학적,literary,文学的，文学上的,wénxuéde，wénxuéshàngde,예술,3
솔로,solo,独唱，独奏,dúchàng，dúzòu,예술,3
전시관,exhibition hall,展示馆,zhǎnshìguǎn,예술,3
천부적,innate; inherent,天赋的；先天的,tiānfùde；xiāntiānde,예술,3
예술품,work of art,艺术品,yìshùpǐn,예술,3
서평,book review,书评,shūpíng,예술,3
해학적,humorous; jesting; witty,诙谐的，幽默的,huīxiéde，yōumòde,예술,3
통속,conventionality,一般风俗，通行风俗,yìbānfēngsú，tōngxíngfēngsú,예술,3
창작품,creation; creative work,创作品,chuàngzuòpǐn,예술,3
수수하다,plain; simple,俭朴,jiǎnpǔ,외양,3
수려하다,graceful; handsome; fine,秀丽，清秀,xiùlì，qīngxiù,외양,3
활기차다,energetic; lively; vibrant,充满活力，生机勃勃，元气满满,chōngmǎnhuólì，shēngjībóbó，yuánqìmǎnmǎn,외양,3
고상하다,noble; lofty; refined; elegant; sophisticated,高尚，高雅,gāoshàng，gāoyǎ,외양,3
달라붙다,attach; stick,粘，贴，粘附,zhān，tiē，zhānfù,외양,3
덩치,build,身材，块头，身躯,shēncái，kuàitóu，shēnqū,외양,3
신축성,elasticity; flexibility,弹性,tánxìng,외양,3
창백하다,pale,苍白，煞白，惨白,cāngbái，shàbái，cǎnbái,외양,3
가냘프다,slim; slender,细，瘦弱，单薄,xì，shòuruò，dānbó,외양,3
옷깃,otkkit,衣领，领子，衣裳襟儿，衣角,yīlǐng，lǐngzi，yīshangjīn'ér，yījiǎo,외양,3
험악하다,wild; rough; tough,险恶，险峻,xiǎn'è，xiǎnjùn,외양,3
인상착의,signalment,衣着相貌,yīzhuóxiàngmào,외양,3
미녀,beauty; beautiful woman,美女,měinǚ,외양,3
시커멓다,deep-black; jet-black,黝黑，漆黑,yǒuhēi，qīhēi,외양,3
콧등,nose ridge,鼻梁,bíliáng,외양,3
가느다랗다,thin; narrow; slim,颇细，纤细，细微,pǒxì，xiānxì，xìwēi,외양,3
힘없다,weak; feeble; faint,无力，没力气，有气无力，手无缚鸡之力,wúlì，méilìqì，yǒuqìwúlì，shǒuwúfùjīzhīlì,외양,3
새까맣다,pitch-dark; as black as a crow; as black as soot,乌黑，黝黑，漆黑,wūhēi，yǒuhēi，qīhēi,외양,3
쌍꺼풀,double eyelid,双眼皮,shuāngyǎnpí,외양,3
촉촉하다,wet; moist,潮湿，湿漉漉,cháoshī，shīlùlù,외양,3
매력적,attractiveness,有魅力的,yǒumèilìde,외양,3
감촉,touch; feel,触感，手感,chùgǎn，shǒugǎn,외양,3
뾰족하다,pointed; sharp,尖，尖锐,jiān，jiānruì,외양,3
활력,vitality; energy,活力,huólì,외양,3
다이아몬드,diamond ,钻石,zuànshí,외양,3
멋스럽다,stylish; fashionable ,优雅，漂亮，帅气,yōuyǎ，piàoliàng，shuàiqì,외양,3
미남,handsome man; good-looking man,美男子，帅哥,měinánzi，shuàigē,외양,3
왜소하다,tiny; undersized; dwarfish,矮小,ǎixiǎo,외양,3
허옇다,dimly white,乳白，月白,rǔbái，yuèbái,외양,3
미모,beautiful face; pretty features,美貌,měimào,외양,3
수염,beard; whiskers,胡须,húxū,외양,3
세다,turn white,花白，变白,huābái，biànbái,외양,3
용모,face; facial look,容貌,róngmào,외양,3
매력적,attractive,有魅力的，迷人的,yǒumèilìde，mírénde,외양,3
헐렁하다,loose; baggy; slack,晃荡，宽松,huàngdàng，kuānsōng,외양,3
감량,weight reduction; weight loss,减量，减轻分量,jiǎnliàng，jiǎnqīngfènliàng,외양,3
깃,git,衣襟,yījīn,외양,3
몸집,build,个头，身材,gètóu，shēncái,외양,3
걸음걸이,one´s manner of walking,走姿	，脚步，步态,zǒuzī	，jiǎobù，bùtài,외양,3
대머리,baldhead; being baldheaded,秃头，光头,tūtóu，guāngtóu,외양,3
새파랗다,deep blue,蔚蓝,wèilán,외양,3
주름살,wrinkle,皱纹,zhòuwén,외양,3
색상,color; hue,色彩，色相,sècǎi，sèxiàng,외양,3
콧날,bridge of the nose  ,鼻梁,bíliáng,외양,3
모발,hair,头发,tóufà,외양,3
넓적하다,wide and flat,宽绰，宽大,kuānchuò，kuāndà,외양,3
새하얗다,pure-white; snow-white,雪白,xuěbái,외양,3
네모나다,squared; quadrilateral,四方，方形,sìfāng，fāngxíng,외양,3
복장,attired appearance,着装，穿着,zhuózhuāng，chuānzhe,외양,3
납작하다,flat,扁，扁平,biǎn，biǎnpíng,외양,3
색채,color,色彩,sècǎi,외양,3
둥그렇다,round,圆圆的,yuányuánde,외양,3
또렷하다,clear,清晰的，明确的,qīngxīde，míngquède,외양,3
곱슬머리,curly hair,卷发，卷发的人,juǎnfà，juǎnfàderén,외양,3
내복,thermal underwear,内衣,nèiyī,외양,3
체격,build; frame,体格,tǐgé,외양,3
바래다,fade; lose color,褪色，泛黄,tuìshǎi，fànhuáng,외양,3
두텁다,close; reliable,厚，笃厚,hòu，dǔhòu,외양,3
껴입다,dress in layers; bundle up,加穿，套穿,jiāchuān，tàochuān,외양,3
차림,attire; appearance; outfit,穿戴，衣着，着装,chuāndài，yīzhuó，zhuózhuāng,외양,3
화사하다,bright; radiant; gaily,明媚，华丽,míngmèi，huálì,외양,3
사치,extravagance; lavishness,奢侈,shēchǐ,외양,3
사치스럽다,extravagant; lavish,奢侈，奢靡，阔绰,shēchǐ，shēmí，kuòchuò,외양,3
길쭉하다,longish,稍长,shāozhǎng,외양,3
두툼하다,thick,厚实,hòushí,외양,3
준수하다,attractive; well-built,俊秀,jùnxiù,외양,3
재질,material,材质,cáizhì,외양,3
남색,deep blue,深蓝色,shēnlánsè,외양,3
저고리,jeogori,韩式短袄,hánshìduǎn'ǎo,외양,3
착용,wear,穿，戴，系,chuān，dài，xì,외양,3
미용,cosmetic treatment; beauty art,美容,měiróng,외양,3
방수,being waterproof,防水,fángshuǐ,외양,3
면,cotton,棉，棉布,mián，miánbù,외양,3
-형,-hyeong,(无对应词汇),(wúduìyìngcíhuì),외양,3
빗기다,have someone to comb,让梳,ràngshū,외양,3
섬유,fiber,纤维,xiānwéi,외양,3
옷감,cloth,衣料，布料,yīliào，bùliào,외양,3
옷자락,hem,一摆，衣角，衣襟,yībǎi，yījiǎo，yījīn,외양,3
청색,blue,靑色,qīngsè,외양,3
장신구,ornament,首饰，装饰品,shǒushì，zhuāngshìpǐn,외양,3
건장하다,bulky; sturdy,健壮,jiànzhuàng,외양,3
겉보기,appearance,外表，外貌,wàibiǎo，wàimào,외양,3
붉은색,red; red color,红色,hóngsè,외양,3
체형,body type,体型,tǐxíng,외양,3
흑색,black,黑色,hēisè,외양,3
자태,figure; shape; chassis,姿态,zītài,외양,3
보배,treasure,宝物，宝贝,bǎowù，bǎobèi,외양,3
면도기,razor,剃须刀，刮脸刀，刮毛刀,tìxūdāo，guāliǎndāo，guāmáodāo,외양,3
의생활,clothing habits,穿着，衣着文化,chuānzhe，yīzhuówénhuà,외양,3
황색,being yellowish; straw color,黄色，黄,huángsè，huáng,외양,3
윤,shine; gloss,光泽,guāngzé,외양,3
외형적,being in appearance; being outside; being external ,外形的，外表的,wàixíngde，wàibiǎode,외양,3
홍색,red; red color,暗红色,ànhóngsè,외양,3
밑창,sole,鞋底,xiédǐ,외양,3
푸른색,blue color; green color,蓝色，绿色,lánsè，lǜsè,외양,3
외형적,external; physical,外形的,wàixíngde,외양,3
털옷,fur robe; woolen robe,皮衣，毛衣,píyī，máoyī,외양,3
꼬마,little boy; little girl; kid,小不点儿，小家伙,xiǎobùdiǎn'er，xiǎojiāhuo,인간관계,3
아비,dad; father,他爸，他爹,tābà，tādiē,인간관계,3
외동아들,only son,独生子,dúshēngzi,인간관계,3
유대감,bond; fellowship,归属感,guīshǔgǎn,인간관계,3
총각,bachelor; single man,小伙，小伙子，小年轻，未婚青年,xiǎohuǒ，xiǎohuǒzi，xiǎoniánqīng，wèihūnqīngnián,인간관계,3
얕보다,devalue; disesteem,轻视，蔑视,qīngshì，mièshì,인간관계,3
쩔쩔매다,struggle,手足无措，团团转,shǒuzúwúcuò，tuántuánzhuàn,인간관계,3
양해,understanding; excuse,谅解,liàngjiě,인간관계,3
